2409:8720:2005:0010:0000:0000:0000:0000	无锡市人民政府办公室(无锡市政府研究室)
2409:8720:2300:0403:* 江阴市祝塘镇王先森炸鸡店
2409:8720:2300:0404:* 江阴市祝塘镇七妹米线店
2409:8720:2300:0405:* 江阴市祝塘镇刚哥黄牛肉馆
2409:8720:2300:0406:* 江阴市华士镇香敏盐水鸭店
2409:8720:2300:0407:* 苏州苍奇新能源科技有限公司
2409:8720:2300:0408:* 江阴长泾镇行运餐饮店
2409:8720:2300:0409:* 江苏永鹏餐饮管理有限公司
2409:8720:2300:040A:* 江阴市祝塘镇喜之羊烧烤店
2409:8720:2300:040B:* 江阴市祝塘镇许凯炸鸡店
2409:8720:2300:040C:* 江阴市祝塘镇星运咖饮品店
2409:8720:2300:040D:* 无锡市交通城北机动车驾驶员培训有限公司
2409:8720:2300:040E:* 江阴市祝塘镇好在来小吃店
2409:8720:2300:040F:* 江阴市祝塘镇孙记爆汁炸鸡店
2409:8720:2300:0410:* 江阴市祝塘镇刚哥黄牛肉馆
2409:8720:2300:0420:* 江阴长泾镇行运餐饮店
2409:8720:2300:0430:* 江苏永鹏餐饮管理有限公司
2409:8720:2300:0440:* 江阴新城建设工程有限公司
2409:8720:2300:0441:* 无锡海江印染有限公司
2409:8720:2300:0600:* 江阴市徐霞客镇国超淮南牛肉汤店
2409:8720:2300:0601:* 江阴龙盛塑胶有限公司
2409:8720:2300:0602:* 江阴市云亭俊昊糕点店
2409:8720:2300:0603:* 江阴市源久餐饮店
2409:8720:2300:0604:* 江阴市诺金纺织有限公司
2409:8720:2300:0605:* 金昌宇恒镍网股份有限公司江阴天宇分公司
2409:8720:2300:0606:* 江阴中彩建筑工程有限公司（年产150万吨绿色多功能瓶片项目（三期）项目部）
2409:8720:2300:0607:* 江苏宝力重工科技有限公司（江苏兴业塑化有限公司年产150万吨绿色多功能瓶片项目）
2409:8720:2300:0608:* 江阴江东变压器有限公司
2409:8720:2300:0610:* 江阴市云亭俊昊糕点店
2409:8720:2300:0620:* 金昌宇恒镍网股份有限公司江阴天宇分公司
2409:8720:2300:0700:* 江阴市新德建设工程有限公司
2409:8720:2300:0701:* 江阴市新德建设工程有限公司
2409:8720:2300:0702:* 光大环保能源（江阴）有限公司
2409:8720:2300:0703:* 江阴建工集团有限公司（年组装5000万电极管新建项目）
2409:8720:2300:0704:* 江阴市徐霞客镇慧姐麻辣烫小吃店
2409:8720:2300:0705:* 江阴市扬名塑业有限公司
2409:8720:2300:0707:* 江阴城兊停车管理有限公司
2409:8720:2300:0708:* 江阴市新德建设工程有限公司
2409:8720:2300:0709:* 光大环保能源（江阴）有限公司
2409:8720:2300:070A:* 江阴市扬名塑业有限公司
2409:8720:2300:070C:* 江阴市华厦建设工程有限公司（澄地2013-C-63地块商业用房项目部）
2409:8720:2300:070D:* 江阴市月城镇宇先生韩式炸鸡店
2409:8720:2300:070E:* 江阴市祝塘镇虾相荟饭店
2409:8720:2300:070F:* 江苏必得科技股份有限公司
2409:8720:2300:0710:* 江阴市人和建设有限公司
2409:8720:2300:0720:* 江苏富源广建设发展有限公司青阳分公司
2409:8720:2300:0730:* 江阴市月城镇月香楼餐饮服务店
2409:8720:2300:0740:* 江阴市祝塘镇螺耀堂柳州螺蛳粉店
2409:8720:2300:0750:* 江阴市徐霞客镇贾记牛三鲜潮汕鲜牛肉火锅店
2409:8720:2300:0751:* 江苏华逸建设工程有限公司（金属材料物流仓库及辅助用房项目）
2409:8720:2300:0752:* 江阴市月城李琳沙县小吃店
2409:8720:2300:0753:* 上海盈昱投资管理有限公司
2409:8720:2300:0754:* 浙江铭诚建设有限公司
2409:8720:2300:0755:* 江苏广信感光新材料股份有限公司
2409:8720:2300:0756:* 江阴市华厦建设工程有限公司（澄地2013-C-63地块商业用房项目部）
2409:8720:2300:0757:* 江阴锐达智能化工程有限公司
2409:8720:2300:0759:* 江阴市旭润置业有限公司
2409:8720:2300:075B:* 江阴市华士镇陈喻记熟食店
2409:8720:2300:075C:* 江阴市华士镇鑫娅熟食店
2409:8720:2300:075D:* 中国能源建设集团广东火电工程有限公司
2409:8720:2300:0760:* 中国能源建设集团广东火电工程有限公司
2409:8720:2300:0800:* 江阴五哲体育用品有限公司
2409:8720:2300:0801:* 江阴五哲体育用品有限公司
2409:8720:2300:0802:* 江阴市华士镇徐季桃喜小吃店
2409:8720:2300:0803:* 江南模塑科技股份有限公司
2409:8720:2300:0804:* 江阴笛科隆毛纺有限公司
2409:8720:2300:0805:* 江阴瑞之晨纺织科技有限公司
2409:8720:2300:0806:* 江阴市润锦奶茶店
2409:8720:2300:0807:* 江苏爱康实业集团有限公司
2409:8720:2300:0808:* 江阴市华士镇陈喻记熟食店
2409:8720:2300:080A:* 江阴市汇通包装机械有限公司
2409:8720:2300:080B:* 江阴市华士镇徐季桃喜小吃店
2409:8720:2300:080C:* 江阴市华士镇茶野茶室
2409:8720:2300:080D:* 江阴市华士镇美丫鸭熟食店
2409:8720:2300:080E:* 江阴市华士镇堡总实习生汉堡店
2409:8720:2300:080F:* 江阴市华士镇七禧餐饮店
2409:8720:2300:0810:* 江阴市华士镇王小吖卤味熟食店
2409:8720:2300:0820:* 江阴市华士老地方餐厅
2409:8720:2300:0830:* 江阴市华士镇椰思椰思奶茶店
2409:8720:2300:0840:* 无锡世中天纺织科技有限公司
2409:8720:2300:0841:* 江阴市华士建洪熟食店
2409:8720:2300:0842:* 江阴市华士镇杨过大闸蟹店
2409:8720:2300:0843:* 江苏尊阳电子科技有限公司
2409:8720:2300:0844:* 江阴市新桥镇荣堡堡实习生餐饮加盟店
2409:8720:2300:0845:* 江阴市华士镇小群奶茶店
2409:8720:2300:0846:* 江阴市华士镇将军客餐饮店
2409:8720:2300:0847:* 江阴市华士镇澄禾记餐饮店
2409:8720:2300:0848:* 江阴市华士镇转角咖啡店
2409:8720:2300:0849:* 江阴市华士镇椰思椰思奶茶店
2409:8720:2300:084A:* 江苏尊阳电子科技有限公司
2409:8720:2300:084B:* 江阴市华士镇名扬酒业商行
2409:8720:2300:084C:* 江阴市华士镇堡马先生汉堡鸡排店
2409:8720:2300:084D:* 江阴市华士镇遇苋烧仙草奶茶店
2409:8720:2300:084E:* 江阴海澜科技有限公司
2409:8720:2300:084F:* 江阴海澜科技有限公司
2409:8720:2300:0850:* 江苏新桥建工有限公司南京师范大学附属江阴实验学校（小学部）
2409:8720:2300:0860:* 江苏新桥建工有限公司南京师范大学附属江阴实验学校（幼儿园）
2409:8720:2300:0870:* 江阴市华士镇根号叁餐饮店
2409:8720:2300:0871:* 江阴市华士镇燕华府饭店
2409:8720:2300:0872:* 江阴市长寿建筑安装工程有限公司集成电路封装工程技术研究中心大楼建设项目
2409:8720:2300:0873:* 江阴市华士镇好食嘴小吃店
2409:8720:2300:0874:* 江阴市国土资源局
2409:8720:2300:0875:* 江阴市云海建筑安装工程有限公司
2409:8720:2300:0876:* 中粮（江阴）粮油仓储有限公司
2409:8720:2300:0877:* 江阴市司法局
2409:8720:2300:0878:* 江苏新桥建工有限公司
2409:8720:2300:0879:* 江阴新顺微电子有限公司
2409:8720:2300:087A:* 江阴市广迅工程技术有限公司（华东师范大学江阴实验学校项目）
2409:8720:2300:0900:* 江阴市风樯网络科技有限公司
2409:8720:2300:0901:* 江阴江东南华塑业有限公司
2409:8720:2300:0902:* 江阴市云亭街道葛成亮凉皮店
2409:8720:2300:0903:* 江阴城兊停车管理有限公司
2409:8720:2300:0904:* 江阴江东南华塑业有限公司
2409:8720:2300:0905:* 江阴金山建筑安装工程有限公司（祝塘项目部）
2409:8720:2300:0907:* 江阴高新技术产业开发区社会事业局
2409:8720:2300:0908:* 江阴市云亭街道藤椒抄手小吃店
2409:8720:2300:0909:* 江阴市云亭街道邢师傅面食店
2409:8720:2300:090A:* 江阴新杰科技有限公司
2409:8720:2300:0910:* 平安银行股份有限公司无锡分行
2409:8720:2300:0920:* 江阴东方建筑集团有限公司
2409:8720:2300:0930:* 江阴方恒建材有限公司
2409:8720:2300:0940:* 布勒德电气江阴有限公司
2409:8720:2300:0941:* 江阴市云亭街道暴富烤串店
2409:8720:2300:0942:* 江阴市东信工业设备安装工程有限公司
2409:8720:2300:0943:* 江阴市云亭街道天顺餐饮店
2409:8720:2300:0944:* 江阴市云亭一汤面馆
2409:8720:2300:0945:* 江阴云亭街道一个小目标餐饮店
2409:8720:2300:0946:* 江阴市云亭街道鸡友药膳麻椒鸡食品馆
2409:8720:2300:0947:* 江阴千麦医学检验实验室有限公司
2409:8720:2300:0948:* 江阴市云亭街道熹熹乐手工烘焙工作室
2409:8720:2300:0949:* 江阴中佛纸制品有限公司
2409:8720:2300:094A:* 江阴市云亭街道邢师傅面食店
2409:8720:2300:094B:* 江阴市澄东建筑集团有限公司文林分公司(年产700万条高档医疗康复品等新建项目二期)
2409:8720:2300:094C:* 江苏富仁能源科技有限公司
2409:8720:2300:094D:* 江苏新得利建设有限公司（年产5000台智能电气成套设备项目部）
2409:8720:2300:094E:* 江阴市城东街道烁晴烩面馆
2409:8720:2300:094F:* 江阴市云亭街道徽味椒麻鸡店
2409:8720:2300:0950:* 江阴小小炮餐饮管理有限公司
2409:8720:2300:0960:* 江阴市云亭街道鲜虾肚餐饮店
2409:8720:2300:0961:* 江阴市云亭街道尕麻乃牛肉面馆
2409:8720:2300:0962:* 也美科技（江阴）有限公司
2409:8720:2300:0963:* 江阴市云亭街道小白餐饮店
2409:8720:2300:0964:* 江苏天功精密机械制造有限公司
2409:8720:2300:0965:* 江阴鑫之雅装饰有限公司
2409:8720:2300:0966:* 匠心筑福江苏科技有限公司
2409:8720:2300:0967:* 江阴市星宇化工有限公司
2409:8720:2300:0968:* 江阴市云亭街道好吃来熟食店
2409:8720:2300:096A:* 江阴市云亭街道潮牛壹品牛肉火锅店
2409:8720:2300:0A00:* 江阴市云亭街道高景云麻辣烫店
2409:8720:2300:0A01:* 江阴市长寿建筑安装工程有限公司（澄地2019-C-13地块商品房开发项目B区（二期）（剩余工程））
2409:8720:2300:0A02:* 江阴市云亭街道皇品北京烤鸭店
2409:8720:2300:0A03:* 江阴市云亭街道吃好喝好餐饮店
2409:8720:2300:0A04:* 江阴市民用建筑安装工程有限公司（澄地2022-c-8项目部）
2409:8720:2300:0A05:* 江阴申隆包装材料有限公司
2409:8720:2300:0A06:* 南通四建集团有限公司（高储能高安全软包装智能电池项目（一期）项目部）
2409:8720:2300:0A07:* 江阴中绿化纤工艺技术有限公司
2409:8720:2300:0A08:* 中铁建工集团有限公司（中新智地（江阴）智能制造产业园（三期）项目
2409:8720:2300:0B00:* 江阴申隆包装材料有限公司
2409:8720:2300:0B01:* 南通四建集团有限公司（高储能高安全软包装智能电池项目（一期）项目部）
2409:8720:2300:0B02:* 江阴中绿化纤工艺技术有限公司
2409:8720:2300:0B03:* 中铁建工集团有限公司（中新智地（江阴）智能制造产业园（三期）项目经理部）
2409:8720:2300:0B04:* 江阴建工集团有限公司(飞马商城项目部)
2409:8720:2300:0B05:* 江苏深绿新能源科技有限公司
2409:8720:2300:0B08:* 江阴苏利化学股份有限公司
2409:8720:2300:0B09:* 江阴宝柏新型包装材料有限公司（临港分公司）
2409:8720:2300:0B10:* 江阴华圣建筑安装有限公司（太阳能光伏回转式减速器研发生产基地项目三期）
2409:8720:2300:0B20:* 中铁建工集团有限公司（中新智地（江阴）智能制造产业园（三期）项目经理部）
2409:8720:2300:0C01:* 江苏海陆科技股份有限公司
2409:8720:2300:0C10:* 江苏海陆科技股份有限公司
2409:8720:2300:1001:* 江苏吉麦隆物流有限公司
2409:8720:2300:1002:* 江阴市云亭街道文康烤鱼店
2409:8720:2300:1003:* 江阴市云亭街道友爱餐饮店
2409:8720:2300:1004:* 江阴市云亭街道波仔小吃店
2409:8720:2300:1005:* 江阴市月城镇凤品萱餐饮店
2409:8720:2300:1006:* 江阴市月城镇寻味云南过桥米线店
2409:8720:2300:1007:* 江阴市月城镇锋顺餐饮店
2409:8720:2300:1008:* 江阴市华鼎混凝土有限公司
2409:8720:2300:1010:* 江阴云亭街道江长明餐饮店
2409:8720:2300:1100:* 江阴城发绿信置业有限公司
2409:8720:2300:1101:* 江阴市林场
2409:8720:2300:1102:* 江阴市城东水原素西餐厅
2409:8720:2300:1103:* 江阴市林场
2409:8720:2300:1200:* 江阴市香山印染有限公司
2409:8720:2300:1300:* 宏泽（江苏）科技股份有限公司
2409:8720:2300:1306:* 常州京明建筑工程有限公司
2409:8720:2300:1307:* 无锡达润建设工程有限公司
2409:8720:2300:1308:* 江阴市华骏机械有限公司
2409:8720:2300:1309:* 中核华泰建设有限公司江阴分公司
2409:8720:2300:130A:* 江阴美棉纺织有限公司
2409:8720:2300:1310:* 江阴市民用建筑安装工程有限公司
2409:8720:2500:0000:* 江苏省宜兴阳羡生态旅游度假区管理办公室（湖滏老旧小区改造）
2409:8720:2500:0001:* 宜兴市丁蜀镇人民政府（乡情网）
2409:8720:2500:0002:* 宜兴市丁蜀镇人民政府（乡情网）
2409:8720:2500:0003:* 宜兴市丁蜀镇人民政府（乡情网）
2409:8720:2500:0004:* 宜兴市丁蜀镇人民政府（乡情网）
2409:8720:2500:0005:* 宜兴市丁蜀镇人民政府（乡情网）
2409:8720:2500:0006:* 宜兴市丁蜀镇人民政府（乡情网）
2409:8720:2500:0007:* 宜兴市丁蜀镇人民政府（乡情网）
2409:8720:2500:0008:* 宜兴市丁蜀镇人民政府（乡情网）
2409:8720:2500:0009:* 宜兴市丁蜀镇人民政府（乡情网）
2409:8720:2500:000A:* 宜兴市丁蜀镇人民政府
2409:8720:2500:000B:* 宜兴市丁蜀镇人民政府
2409:8720:2500:000C:* 宜兴市丁蜀镇人民政府
2409:8720:2500:000D:* 宜兴市丁蜀镇人民政府
2409:8720:2500:000E:* 宜兴市丁蜀镇人民政府
2409:8720:2500:000F:* 宜兴市丁蜀镇人民政府
2409:8720:2500:0010:* 江苏省宜兴阳羡生态旅游度假区管理办公室（湖滏老旧小区改造）
2409:8720:2500:0011:* 江苏省宜兴阳羡生态旅游度假区管理办公室
2409:8720:2500:0020:* 江苏省宜兴阳羡生态旅游度假区管理办公室（湖滏老旧小区改造）
2409:8720:2500:0021:* 江苏省宜兴阳羡生态旅游度假区管理办公室（湖滏老旧小区改造）
2409:8720:2500:0022:* 江苏光天耐材科技有限公司
2409:8720:2500:0023:* 宜兴市丁蜀镇人民政府
2409:8720:2500:0024:* 宜兴市丁蜀镇人民政府
2409:8720:2500:0025:* 中国邮政集团有限公司江苏省宜兴市分公司
2409:8720:2500:0026:* 宜兴市湖滏镇人民政府
2409:8720:2500:0027:* 宜兴市湖滏镇人民政府
2409:8720:2500:0028:* 宜兴市湖滏镇人民政府
2409:8720:2500:0029:* 宜兴市湖滏镇人民政府
2409:8720:2500:002A:* 宜兴市湖滏镇人民政府
2409:8720:2500:002B:* 宜兴市宜城街道办事处
2409:8720:2500:002D:* 宜兴市湖滏镇人民政府
2409:8720:2500:002F:* 宜兴市湖滏镇人民政府
2409:8720:2500:0040:* 宜兴市炜华合金材料有限公司
2409:8720:2500:0041:* 宜兴市丁蜀镇人民政府
2409:8720:2500:0042:* 无锡市宜刚耐火材料有限公司
2409:8720:2500:0043:* 江苏卓易信息科技股份有限公司
2409:8720:2500:0044:* 中国铁塔股份有限公司无锡市分公司
2409:8720:2500:0045:* 中国铁塔股份有限公司无锡市分公司
2409:8720:2500:0046:* 宜兴市灵谷塑料设备有限公司
2409:8720:2500:0047:* 中信银行股份有限公司无锡分行
2409:8720:2500:0048:* 江苏脒诺甫纳米材料有限公司
2409:8720:2500:0049:* 宜兴市国强炉业有限公司
2409:8720:2500:0200:* 宜兴市宜城街道七天粥店
2409:8720:2500:020C:* 宜兴市宜城街道宴军食品店
2409:8720:2500:020D:* 宜兴市宜城街道付静食品店
2409:8720:2500:020E:* 宜兴市宜城街道炎兢餐馆
2409:8720:2500:020F:* 宜兴市丁蜀镇人民政府
2409:8720:2500:0220:* 无锡巨焓文化传媒有限公司
2409:8720:2500:0230:* 北京凌华峰通信技术有限公司
2409:8720:2500:0231:* 宜兴市宜城街道办事处
2409:8720:2500:0232:* 宜兴市宜城街道办事处
2409:8720:2500:0233:* 宜兴市宜城街道办事处
2409:8720:2500:0235:* 宜兴市宜城街道办事处
2409:8720:2500:0236:* 宜兴市宜城街道办事处
2409:8720:2500:0237:* 宜兴市宜城街道办事处
2409:8720:2500:0238:* 宜兴市宜城街道办事处
2409:8720:2500:023A:* 宜兴市宜城街道办事处
2409:8720:2500:023B:* 宜兴市宜城街道办事处
2409:8720:2500:023C:* 宜兴市宜城街道办事处
2409:8720:2500:023D:* 宜兴市宜城街道办事处
2409:8720:2500:023E:* 宜兴市宜城街道办事处
2409:8720:2500:023F:* 宜兴市宜城街道办事处
2409:8720:2500:0240:* 宜兴市宜城街道办事处
2409:8720:2500:0241:* 宜兴市宜城街道办事处
2409:8720:2500:0242:* 宜兴市新街街道办事处
2409:8720:2500:0243:* 宜兴富赢广置业有限公司
2409:8720:2500:0244:* 江苏新金磊钢业有限公司
2409:8720:2500:0245:* 江苏中晟高科环境股份有限公司
2409:8720:2500:0246:* 宜兴市海浪电器设备有限公司
2409:8720:2500:0249:* 江苏精诚山钙业有限公司
2409:8720:2500:024A:* 晨丰电缆科技（江苏）有限公司
2409:8720:2500:024B:* 宜兴市宜城街道孟苏包子铺
2409:8720:2500:024C:* 宜兴市明达炉料有限公司
2409:8720:2500:024D:* 招商银行股份有限公司无锡分行
